,index,branch_failpass,expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,session_start_time,stimuli_presented,trial_duration,trial_num,trial_template,task,sub_id,exp,Correct,Shorter,Length
1087,6256,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_lablap,2806,[],choice-response,Lap,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lab,3848,11,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,1,8
1088,6257,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_laglack,1517,[],choice-response,Lag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lag,2535,12,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1089,6258,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_beadbeat,2815,[],choice-response,Beat,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Beat,3623,13,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,1,1
1090,6259,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_cabcap,1147,[],choice-response,Cab,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Cab,2106,14,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1091,6260,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_bagback,983,[],choice-response,Bag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Bag,1920,15,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1092,6261,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_cabcap,1188,[],choice-response,Cab,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Cab,2143,16,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1093,6262,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_laglack,2431,[],choice-response,Lack,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lack,3218,17,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,1,1
1094,6263,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_laglack,1005,[],choice-response,Lag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lag,2000,18,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1095,6264,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_beadbeat,873,[],choice-response,Beat,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Beat,1681,19,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,1,1
1096,6265,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_bagback,952,[],choice-response,Bag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Bag,1925,20,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1097,6266,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_beadbeat,2412,[],choice-response,Bead,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Bead,3436,21,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1098,6267,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_fadfat,1062,[],choice-response,Fat,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Fad,2315,22,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,1,8
1099,6268,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_cabcap,2106,[],choice-response,Cap,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Cap,2888,23,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,1,1
1100,6269,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_bagback,980,[],choice-response,Bag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Back,1710,24,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1101,6270,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_fadfat,1043,[],choice-response,Fat,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Fat,1995,25,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,1,1
1102,6271,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_lablap,1239,[],choice-response,Lap,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lab,2214,26,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,1,8
1103,6272,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_lablap,1054,[],choice-response,Lap,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lap,1829,27,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,1,1
1104,6273,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_beadbeat,670,[],choice-response,Beat,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Bead,1721,28,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,1,8
1105,6274,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_fadfat,978,[],choice-response,Fad,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Fad,2212,29,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1106,6275,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_bagback,1096,[],choice-response,Bag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Back,1833,30,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1107,6276,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_cabcap,1407,[],choice-response,Cab,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Cab,2366,31,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1108,6277,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_lablap,1169,[],choice-response,Lab,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lab,2217,32,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1109,6278,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_bagback,999,[],choice-response,Bag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Bag,1986,33,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1110,6279,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_cabcap,1185,[],choice-response,Cap,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Cap,1971,34,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,1,1
1111,6280,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_laglack,884,[],choice-response,Lag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lag,1924,35,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1112,6281,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_lablap,722,[],choice-response,Lab,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lap,1504,36,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1113,6282,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_laglack,855,[],choice-response,Lag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lack,1648,37,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1114,6283,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_beadbeat,887,[],choice-response,Bead,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Beat,1707,38,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1115,6284,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_fadfat,1354,[],choice-response,Fad,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Fat,2311,39,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1116,6285,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_beadbeat,1137,[],choice-response,Bead,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Beat,1958,40,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1117,6286,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_fadfat,1116,[],choice-response,Fad,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Fat,2104,41,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1118,6287,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_laglack,1153,[],choice-response,Lack,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lag,2153,42,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,1,8
1119,6288,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_beadbeat,1932,[],choice-response,Bead,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Bead,2954,43,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1120,6289,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_bagback,872,[],choice-response,Bag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Bag,1855,44,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1121,6290,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_cabcap,1797,[],choice-response,Cab,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Cab,2784,45,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1122,6291,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_lablap,1174,[],choice-response,Lab,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lab,2182,46,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1123,6292,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_fadfat,1717,[],choice-response,Fat,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Fad,2869,47,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,1,8
1124,6293,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_lablap,1575,[],choice-response,Lap,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lap,2383,48,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,1,1
1125,6294,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_cabcap,1699,[],choice-response,Cap,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Cap,2460,49,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,1,1
1126,6295,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_bagback,1049,[],choice-response,Bag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Back,1785,50,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1127,6296,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_laglack,875,[],choice-response,Lag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lack,1642,51,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1128,6297,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_cabcap,1738,[],choice-response,Cab,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Cab,2697,52,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1129,6298,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_laglack,1393,[],choice-response,Lag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lag,2440,53,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1130,6299,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_fadfat,1185,[],choice-response,Fad,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Fat,2116,54,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1131,6300,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_lablap,1091,[],choice-response,Lab,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lap,1861,55,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1132,6301,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_cabcap,1294,[],choice-response,Cab,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Cap,2059,56,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1133,6302,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_fadfat,1035,[],choice-response,Fat,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Fad,2196,57,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,1,8
1134,6303,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_beadbeat,1675,[],choice-response,Beat,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Beat,2483,58,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,1,1
1135,6304,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_lablap,1013,[],choice-response,Lab,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lab,1993,59,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1136,6305,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_bagback,832,[],choice-response,Bag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Bag,1782,60,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1137,6306,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_laglack,1713,[],choice-response,Lack,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lack,2496,61,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,1,1
1138,6307,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_beadbeat,1505,[],choice-response,Bead,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Bead,2556,62,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1139,6308,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_bagback,602,[],choice-response,Bag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Back,1304,63,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1140,6309,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_laglack,641,[],choice-response,Lag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lack,1424,64,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1141,6310,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_laglack,1074,[],choice-response,Lag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lag,2079,65,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1142,6311,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_cabcap,1042,[],choice-response,Cab,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Cab,2025,66,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1143,6312,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_lablap,1050,[],choice-response,Lab,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lab,2031,67,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1144,6313,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_beadbeat,1081,[],choice-response,Beat,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Beat,1898,68,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,1,1
1145,6314,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_cabcap,1221,[],choice-response,Cap,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Cap,2014,69,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,1,1
1146,6315,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_lablap,766,[],choice-response,Lab,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lap,1512,70,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1147,6316,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_beadbeat,803,[],choice-response,Beat,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Bead,1820,71,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,1,8
1148,6317,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_fadfat,1659,[],choice-response,Fad,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Fat,2612,72,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1149,6318,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_bagback,1423,[],choice-response,Bag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Bag,2378,73,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1150,6319,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_bagback,1207,[],choice-response,Bag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Back,1940,74,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,0,1
1151,6320,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_fadfat,1274,[],choice-response,Fad,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Fad,2451,75,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1152,6321,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_laglack,1112,[],choice-response,Lag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lag,2116,76,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1153,6322,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_beadbeat,948,[],choice-response,Beat,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Bead,1997,77,PrescreenTrials,PrescreenTrials,f6044,EXP8a,0,1,8
1154,6323,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_lablap,922,[],choice-response,Lab,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Lab,1932,78,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1155,6324,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_bagback,755,[],choice-response,Bag,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Bag,1709,79,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1156,6325,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_fadfat,1161,[],choice-response,Fad,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Fad,2329,80,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
1157,6326,,6345b7f49677d36bd07c5a10,EXP8a_FJ,0,f604437c7c7ba6bd189f3b3744e578c02622c227d34e08e888c9c4f19055acdc,2472.0156650543213,False,keypress,prescreenRsp_cabcap,1375,[],choice-response,Cab,636e065bbae6d6e5860db41b,2022-11-11 03:22:51-05:00,Cab,2349,81,PrescreenTrials,PrescreenTrials,f6044,EXP8a,1,0,8
